,entry_count,positive_count,negative_count,correctly_guessed,positive_guess_count,negative_guess_count
Q08ER8,39,2,37,2,14,0
Q10589,10,1,9,1,6,0
Q13625,122,28,94,21,75,0
Q14990,24,0,24,0,5,0
Q15185,24,11,13,8,16,0
Q15822,37,0,37,0,12,0
Q2I0M4,23,0,23,0,3,0
Q2M3R5,25,0,25,0,4,0
Q4G0M1,20,0,20,0,11,0
Q56NI9,75,12,63,11,53,0
Q5SQS8,25,1,24,1,11,0
Q5T0U0,14,0,14,0,7,0
Q5VYX0,25,1,24,0,6,0
Q659C4,105,22,83,18,69,0
Q6DJT9,58,0,58,0,22,0
Q6IAN0,19,1,18,1,8,0
Q6UN15,82,26,56,20,56,0
Q6UXH8,22,0,22,0,13,0
Q6UXS0,10,0,10,0,3,0
Q7Z7G2,4,0,4,0,3,0
Q86UL8,114,10,104,6,59,0
Q8IYL3,48,13,35,11,31,0
Q8IZJ3,152,1,151,0,58,0
Q8N9N2,26,1,25,1,11,0
Q8NDV1,12,0,12,0,5,0
Q8NEU8,48,1,47,0,23,0
Q8WUX9,47,9,38,9,32,0
Q8WXA8,32,1,31,1,8,0
Q92611,42,0,42,0,19,0
Q93008,183,12,171,11,82,0
Q96BD6,11,0,11,0,3,0
Q96CX3,22,0,22,0,6,0
Q96I76,33,0,33,0,18,0
Q96KQ7,126,27,99,27,82,0
Q96MI6,28,0,28,0,11,0
Q96PE7,10,0,10,0,5,0
Q96SE0,22,1,21,0,2,0
Q99623,27,9,18,8,20,0
Q9BR11,37,1,36,1,12,0
Q9BRD0,121,52,69,49,105,0
Q9BRQ6,30,7,23,7,24,0
Q9BXS0,21,1,20,1,11,0
Q9BYD1,5,0,5,0,2,0
Q9BZQ6,71,3,68,2,35,0
Q9GZX7,12,3,9,2,6,0
Q9H019,48,13,35,7,25,0
Q9H094,55,2,53,1,16,0
Q9H5U6,35,2,33,2,16,0
Q9H999,24,0,24,0,16,0
Q9H9R9,13,3,10,3,8,0
Q9HBY8,25,2,23,2,7,0
Q9HCC9,83,6,77,4,42,0
Q9NQ66,107,17,90,17,67,0
Q9NQG1,4,0,4,0,4,0
Q9NRR5,79,11,68,9,42,0
Q9NUN7,15,1,14,0,2,0
Q9UGP8,58,14,44,8,25,0
Q9UK96,86,5,81,3,39,0
Q9ULM0,140,7,133,6,67,0
Q9Y575,38,1,37,1,10,0
Q9Y6D0,12,3,9,2,7,0
A0A0A0MS03,10,0,10,0,4,0
A0A494C030,17,0,17,0,10,0
A2RUQ5,15,1,14,0,5,0
A6NLC8,11,0,11,0,7,0
A8K0Z3,43,5,38,5,13,0
B4DH59,84,0,84,0,10,0
O00338,17,2,15,2,10,0
O15374,43,0,43,0,7,0
O60240,64,20,44,18,46,0
O60832,38,9,29,5,17,0
O75366,50,2,48,2,23,0
O75496,29,10,19,6,16,0
O95155,184,44,140,26,88,0
P02545,128,62,66,54,111,0
P0C1H6,13,0,13,0,10,0
P15104,22,4,18,3,9,0
P21860,120,21,99,12,50,0
P22680,28,1,27,1,14,0
P30613,39,5,34,5,24,0
P32189,44,0,44,0,18,0
P49427,14,3,11,3,8,0
P49768,47,14,33,6,16,0
P49798,24,0,24,0,13,0
P55345,25,0,25,0,6,0
P58166,25,0,25,0,6,0
P61952,3,0,3,0,0,0
P78332,114,25,89,20,79,0
P78337,43,6,37,4,23,0
P78383,17,0,17,0,3,0
P84090,6,1,5,1,4,0
Q0VFZ6,14,0,14,0,9,0
Q12836,53,0,53,0,15,0
Q13072,3,0,3,0,0,0
Q13686,32,3,29,3,16,0
Q13705,29,2,27,1,13,0
Q13885,45,15,30,14,33,0
Q15935,58,1,57,1,18,0
Q16719,19,1,18,1,5,0
Q16819,57,1,56,1,26,0
Q49MG5,85,16,69,10,50,0
Q4G1C9,15,0,15,0,4,0
Q5JUK3,106,1,105,1,44,0
Q5SXH7,61,3,58,2,34,0
Q5VZ89,293,72,221,46,143,0
Q68BL7,51,2,49,2,31,0
Q6NT52,13,0,13,0,7,0
Q6P2I3,13,1,12,0,0,0
Q6RW13,12,0,12,0,2,0
Q6UY13,10,0,10,0,5,0
Q6Y7W6,132,33,99,25,78,0
Q6ZNB5,27,0,27,0,10,0
Q6ZUT6,59,14,45,11,40,0
Q6ZUX7,14,0,14,0,2,0
Q71F23,71,22,49,15,42,0
Q7L9L4,10,2,8,2,5,0
Q7LFX5,42,3,39,2,21,0
Q7Z4N2,117,3,114,1,52,0
Q7Z624,20,1,19,0,5,0
Q86TY3,72,0,72,0,33,0
Q8IYM2,43,1,42,1,21,0
Q8N283,71,2,69,2,38,0
Q8N7R1,29,0,29,0,15,0
Q8NFW8,34,1,33,1,19,0
Q8NGH8,24,0,24,0,3,0
Q8NGI0,14,0,14,0,2,0
Q8NGJ3,20,0,20,0,0,0
Q8NGR1,32,0,32,0,7,0
Q8TBB1,71,10,61,7,36,0
Q8TF71,50,9,41,9,27,0
Q8WTR8,26,0,26,0,11,0
Q92696,31,0,31,0,3,0
Q96A83,26,0,26,0,11,0
Q96H86,30,3,27,2,14,0
Q96HA1,241,52,189,40,136,0
Q96M42,16,0,16,0,10,0
Q96MR7,17,0,17,0,12,0
Q96PV4,36,4,32,2,22,0
Q99417,2,0,2,0,0,0
Q99735,7,0,7,0,2,0
Q9BRT8,21,0,21,0,4,0
Q9BRU9,22,7,15,4,12,0
Q9BUK6,52,5,47,5,20,0
Q9BXR5,56,0,56,0,8,0
Q9BZJ6,30,0,30,0,6,0
Q9C0A0,141,4,137,2,44,0
Q9H2C8,33,0,33,0,6,0
Q9HD33,14,1,13,1,11,0
Q9NP80,74,5,69,3,35,0
Q9NT22,56,1,55,1,28,0
Q9NUU6,26,0,26,0,6,0
Q9NUY8,89,19,70,16,45,0
Q9NVN3,33,3,30,3,11,0
Q9NZU5,26,6,20,5,14,0
Q9P218,111,7,104,1,49,0
Q9P287,22,6,16,5,14,0
Q9Y2C5,48,0,48,0,12,0
Q9Y5A7,27,2,25,2,12,0
Q9Y696,19,5,14,4,12,0
Q9Y6M0,28,1,27,0,9,0
A0A0B4J1T7,9,0,9,0,3,0
A0A0B4J1V0,10,0,10,0,6,0
A0A1B0GV96,1,0,1,0,0,0
A0A1B0GVH6,38,0,38,0,22,0
A0A589,8,0,8,0,3,0
A1YPR0,30,4,26,4,15,0
A4FU69,116,1,115,1,58,0
A6NKK0,24,0,24,0,1,0
A8MV24,8,0,8,0,2,0
H0UI37,4,0,4,0,1,0
O00482,45,4,41,4,15,0
O14520,22,1,21,1,10,0
O14599,5,0,5,0,1,0
O15047,245,42,203,35,166,0
O43236,28,4,24,4,17,0
O75410,124,31,93,25,75,0
O75954,9,0,9,0,4,0
O94993,77,0,77,0,39,0
O95714,441,31,410,22,195,0
O95985,55,2,53,2,20,0
P02585,6,0,6,0,2,0
P05067,40,5,35,3,15,0
P0C221,34,0,34,0,10,0
P22612,18,0,18,0,11,0
P25106,36,3,33,2,8,0
P25786,25,9,16,6,13,0
P31025,9,2,7,1,5,0
P35226,38,9,29,9,24,0
P35998,15,1,14,1,8,0
P40616,10,0,10,0,2,0
P46939,288,48,240,23,143,0
P48230,8,0,8,0,1,0
P50406,37,0,37,0,16,0
P52565,23,8,15,8,20,0
P55317,74,13,61,13,46,0
P56880,20,0,20,0,4,0
P60880,11,2,9,2,5,0
P62341,15,1,14,1,3,0
P62508,45,3,42,3,23,0
Q01101,29,0,29,0,18,0
Q08629,31,0,31,0,12,0
Q13363,25,4,21,4,11,0
Q14142,26,0,26,0,10,0
Q14863,21,0,21,0,10,0
Q15046,25,5,20,4,13,0
Q15375,68,2,66,2,34,0
Q15486,10,0,10,0,0,0
Q15562,45,2,43,2,23,0
Q15761,48,1,47,1,18,0
Q16543,24,8,16,2,9,0
Q3Y452,12,0,12,0,6,0
Q3ZCM7,31,5,26,4,20,0
Q5TEC3,50,6,44,4,21,0
Q5VYS8,110,15,95,13,60,0
Q68DK2,265,23,242,20,120,0
Q6IEU7,28,0,28,0,4,0
Q6IMI4,20,1,19,0,3,0
Q6IQ16,31,0,31,0,10,0
Q6NT32,43,0,43,0,11,0
Q6NXR4,25,0,25,0,12,0
Q6UXA7,34,0,34,0,12,0
Q6ZNB7,39,2,37,0,8,0
Q6ZRF8,44,1,43,0,18,0
Q71RC1,25,0,25,0,13,0
Q7Z5L9,89,33,56,22,50,0
Q7Z7B0,107,8,99,8,61,0
Q86UN6,11,1,10,1,3,0
Q86VF2,94,0,94,0,35,0
Q8IUC6,80,7,73,3,30,0
Q8IZM9,38,0,38,0,6,0
Q8N2H9,42,5,37,1,17,0
Q8TBA6,91,13,78,12,68,0
Q8TDZ2,93,24,69,19,50,0
Q8TF72,326,82,244,75,222,0
Q8WTV0,42,0,42,0,10,0
Q8WWY6,18,1,17,0,1,0
Q93097,22,0,22,0,10,0
Q96F10,6,1,5,1,4,0
Q96JT2,35,0,35,0,10,0
Q96MD2,42,1,41,0,14,0
Q96RN1,106,2,104,1,34,0
Q9BYJ1,46,1,45,0,13,0
Q9BYV7,33,0,33,0,13,0
Q9H0B8,39,1,38,1,16,0
Q9H169,12,1,11,1,3,0
Q9H4G8,3,0,3,0,0,0
Q9H4M3,12,0,12,0,2,0
Q9H8W2,10,1,9,0,3,0
Q9HBW1,52,1,51,1,18,0
Q9NQX3,72,21,51,20,53,0
Q9NRE1,17,0,17,0,4,0
Q9NS93,44,1,43,1,14,0
Q9NTM9,23,1,22,1,15,0
Q9P015,9,2,7,1,3,0
Q9UFV1,20,1,19,1,9,0
Q9UJT2,53,2,51,0,24,0
Q9UKP4,129,4,125,1,52,0
Q9Y2V3,30,1,29,1,19,0
Q9Y463,57,8,49,6,31,0
Q9Y543,18,0,18,0,9,0
A0A075B7F0,11,0,11,0,1,0
A0A1B0GUW7,4,0,4,0,1,0
A0A1W2PPE3,9,0,9,0,6,0
A0A2R8YFL7,15,0,15,0,4,0
A7E2S9,13,0,13,0,8,0
C9JSJ3,74,0,74,0,45,0
O15197,87,0,87,0,32,0
O15503,23,0,23,0,5,0
O43353,73,22,51,12,39,0
O43464,39,6,33,6,25,0
O60258,12,0,12,0,8,0
O75074,62,0,62,0,14,0
O75712,14,1,13,1,4,0
O75915,9,1,8,1,2,0
O95214,4,0,4,0,1,0
O95343,27,0,27,0,7,0
P00739,15,0,15,0,6,0
P01374,20,0,20,0,10,0
P01703,15,0,15,0,6,0
P09668,23,1,22,1,10,0
P0CL83,11,0,11,0,4,0
P0DJI9,11,0,11,0,2,0
P13498,9,2,7,2,5,0
P22310,33,1,32,1,5,0
P26196,32,7,25,6,19,0
P26441,11,0,11,0,6,0
P29275,17,0,17,0,4,0
P43489,17,0,17,0,5,0
P49770,25,2,23,2,13,0
P51636,18,6,12,3,6,0
P56915,20,0,20,0,10,0
P58743,47,1,46,1,12,0
P78382,24,0,24,0,7,0
P98174,101,26,75,15,54,0
Q01664,32,6,26,5,22,0
Q02641,69,11,58,9,42,0
Q02952,276,110,166,72,165,0
Q06889,36,0,36,0,20,0
Q0ZLH3,29,0,29,0,13,0
Q12974,2,1,1,1,2,0
Q13145,20,0,20,0,6,0
Q13309,53,7,46,4,18,0
Q13639,24,1,23,1,5,0
Q14624,78,5,73,5,42,0
Q14896,83,6,77,3,40,0
Q14C86,205,57,148,39,121,0
Q2M1P5,104,10,94,9,69,0
Q3KR37,83,11,72,9,46,0
Q460N3,57,0,57,0,24,0
Q4V339,21,0,21,0,5,0
Q537H7,9,0,9,0,3,0
Q5D862,542,8,534,5,340,0
Q5HYM0,90,0,90,0,41,0
Q5SXM1,35,0,35,0,6,0
Q5T4F4,34,1,33,1,13,0
Q6UWM9,27,1,26,1,10,0
Q8IVH2,91,23,68,22,64,0
Q8IZ57,12,0,12,0,3,0
Q8N118,37,1,36,1,15,0
Q8N349,24,0,24,0,3,0
Q8N461,36,1,35,1,10,0
Q8NDB2,58,1,57,0,31,0
Q8NGC1,29,0,29,0,3,0
Q8NGT1,28,0,28,0,5,0
Q8NHB1,24,0,24,0,1,0
Q8TAD4,69,1,68,0,12,0
Q8TBE7,29,2,27,2,8,0
Q8WVJ9,22,4,18,3,13,0
Q92730,25,1,24,1,12,0
Q92847,26,0,26,0,7,0
Q96CG8,21,0,21,0,5,0
Q96GK7,12,1,11,0,0,0
Q96GM1,26,3,23,3,17,0
Q96RI9,29,0,29,0,7,0
Q96RL1,127,40,87,36,89,0
Q96SQ7,24,1,23,1,10,0
Q99439,35,13,22,13,30,0
Q9BY49,29,4,25,4,14,0
Q9C0B5,150,63,87,60,131,0
Q9H116,59,4,55,4,33,0
Q9H1K6,38,2,36,1,16,0
Q9H2C2,13,0,13,0,3,0
Q9H2L4,3,0,3,0,1,0
Q9H898,19,2,17,2,11,0
Q9HBE4,11,0,11,0,4,0
Q9HCE3,192,34,158,32,126,0
Q9NPI5,14,0,14,0,6,0
Q9NR82,108,10,98,8,62,0
Q9NUN5,40,2,38,0,6,0
Q9NVS9,20,4,16,3,9,0
Q9UL63,62,2,60,2,27,0
Q9ULT0,77,12,65,12,42,0
Q9UPC5,39,3,36,2,13,0
Q9UPR0,105,14,91,12,52,0
Q9Y222,77,2,75,1,35,0
Q9Y2Y4,45,0,45,0,16,0
Q9Y314,30,8,22,8,20,0
Q9Y5R2,27,0,27,0,10,0
Q9Y5U2,54,13,41,11,32,0
A0A075B6I6,16,0,16,0,5,0
A0A1B0GU33,6,0,6,0,3,0
A0A1B0GWH4,37,0,37,0,14,0
A0AVF1,28,0,28,0,7,0
A6NNV3,20,0,20,0,11,0
A8MWL7,6,0,6,0,1,0
O00151,43,17,26,9,19,0
O60811,33,0,33,0,12,0
O60813,25,0,25,0,5,0
O60844,17,0,17,0,12,0
O75356,27,0,27,0,7,0
O75391,21,8,13,4,11,0
O77932,26,0,26,0,14,0
O94876,73,14,59,12,40,0
O95678,77,16,61,16,57,0
P00740,29,2,27,0,8,0
P04062,40,0,40,0,14,0
P07203,11,2,9,1,6,0
P08397,22,3,19,3,12,0
P0CG36,15,0,15,0,4,0
P17931,13,2,11,0,2,0
P22001,51,4,47,2,20,0
P24310,6,2,4,2,4,0
P25054,592,160,432,116,366,0
P30043,15,6,9,5,12,0
P30084,16,4,12,3,9,0
P32856,18,0,18,0,9,0
P33763,8,0,8,0,5,0
P43632,32,0,32,0,7,0
P46091,28,1,27,1,4,0
P46199,38,1,37,1,16,0
P46439,9,0,9,0,3,0
P51522,37,0,37,0,11,0
P51948,16,4,12,3,8,0
P52907,19,4,15,3,8,0
P57073,46,5,41,5,29,0
P61626,7,0,7,0,3,0
Q14254,21,5,16,4,10,0
Q14444,82,21,61,13,41,0
Q14728,38,2,36,2,13,0
Q14CM0,135,4,131,3,64,0
Q15788,199,32,167,19,110,0
Q2TAK8,87,10,77,6,47,0
Q2VY69,57,1,56,1,16,0
Q5FWF4,79,4,75,3,35,0
Q5HYR2,18,0,18,0,8,0
Q5QFB9,8,0,8,0,0,0
Q5VWM3,35,0,35,0,11,0
Q5VZ66,34,1,33,1,21,0
Q5VZP5,169,5,164,3,93,0
Q68CP4,54,4,50,3,17,0
Q69YU5,1,0,1,0,0,0
Q6P4Q7,72,12,60,6,24,0
Q6T311,13,0,13,0,4,0
Q6ZT77,12,0,12,0,5,0
Q6ZVX9,24,0,24,0,3,0
Q70EK9,70,3,67,3,36,0
Q86TZ1,20,0,20,0,10,0
Q86VB7,112,1,111,1,31,0
Q86YB7,10,0,10,0,3,0
Q86YI8,30,0,30,0,15,0
Q8IUQ4,19,1,18,1,6,0
Q8N3L3,59,11,48,11,50,0
Q8N3Z0,31,2,29,2,17,0
Q8N436,40,2,38,2,18,0
Q8N668,19,3,16,1,7,0
Q8N743,34,0,34,0,9,0
Q8N7B6,33,5,28,5,21,0
Q8NBU5,26,4,22,3,12,0
Q8NEA5,16,0,16,0,3,0
Q8NEY8,92,37,55,34,74,0
Q8NG95,26,0,26,0,6,0
Q8NGX8,19,0,19,0,0,0
Q8TBF2,12,1,11,1,6,0
Q8TDC0,19,1,18,1,10,0
Q8WY50,17,0,17,0,6,0
Q8WZ82,19,3,16,1,9,0
Q96AZ6,12,0,12,0,6,0
Q96DA6,7,2,5,1,4,0
Q96DB2,17,0,17,0,10,0
Q96IW7,23,1,22,1,9,0
Q96SF2,29,0,29,0,14,0
Q9BVT8,20,4,16,4,10,0
Q9BY77,49,18,31,18,43,0
Q9C000,118,1,117,0,44,0
Q9GZZ1,6,1,5,1,2,0
Q9H211,55,15,40,13,37,0
Q9H5J4,16,0,16,0,1,0
Q9H799,314,6,308,6,143,0
Q9H7E9,21,6,15,0,3,0
Q9HBH1,11,0,11,0,2,0
Q9NU39,32,0,32,0,8,0
Q9UBR4,37,4,33,2,24,0
Q9UHD2,47,7,40,5,18,0
Q9UHG0,45,13,32,11,33,0
Q9ULR0,11,4,7,3,8,0
Q9UMN6,247,42,205,41,164,0
Q9UNE2,29,0,29,0,15,0
Q9Y375,27,1,26,0,13,0
Q9Y572,54,10,44,8,30,0
A0A075B7F1,13,0,13,0,3,0
A0A0B4J1V1,18,0,18,0,6,0
A0A0J9YY54,60,0,60,0,35,0
A0A1B0GVV1,5,0,5,0,1,0
A0JLT2,20,4,16,2,9,0
A6NFY7,5,0,5,0,5,0
A6NIM6,41,0,41,0,7,0
A6NJY4,4,0,4,0,0,0
O43613,35,0,35,0,14,0
O60543,16,0,16,0,9,0
O60671,21,0,21,0,11,0
O95402,89,26,63,19,60,0
O95750,17,0,17,0,6,0
O95968,1,0,1,0,0,0
P00367,49,12,37,11,32,0
P01825,18,0,18,0,6,0
P05000,16,0,16,0,6,0
P06756,73,1,72,1,35,0
P0C7P2,20,0,20,0,9,0
P0DI80,1,0,1,0,0,0
P18031,51,19,32,8,20,0
P22033,45,5,40,5,24,0
P22413,67,1,66,1,21,0
P23582,5,0,5,0,2,0
P26572,20,0,20,0,14,0
P29083,36,10,26,6,20,0
P42568,139,30,109,28,100,0
P43365,26,0,26,0,8,0
P58546,4,1,3,1,3,0
P60331,53,0,53,0,1,0
P61574,7,0,7,0,2,0
Q13469,142,50,92,32,85,0
Q13651,62,0,62,0,32,0
Q14533,46,5,41,5,23,0
Q14CZ0,27,3,24,1,7,0
Q15800,9,0,9,0,2,0
Q32MK0,53,4,49,3,27,0
Q3KNS1,75,0,75,0,17,0
Q3KNS6,35,1,34,1,7,0
Q49AJ0,153,7,146,7,75,0
Q4KMZ1,46,4,42,4,26,0
Q53GL0,46,10,36,7,23,0
Q5PSV4,30,4,26,1,16,0
Q5T848,128,7,121,3,62,0
Q5VZM2,34,2,32,1,11,0
Q63HQ2,93,7,86,4,41,0
Q63ZY6,29,3,26,2,13,0
Q6IPR3,14,1,13,1,6,0
Q6P5W5,55,0,55,0,19,0
Q6PF04,48,0,48,0,14,0
Q6PF06,21,0,21,0,9,0
Q6PI26,53,2,51,2,30,0
Q7KZN9,28,0,28,0,11,0
Q7RTY8,84,0,84,0,27,0
Q7RTY9,26,0,26,0,6,0
Q7Z5P4,18,1,17,1,3,0
Q7Z7A1,168,13,155,8,93,0
Q86VR2,64,23,41,19,43,0
Q86WV1,30,1,29,1,13,0
Q8IUD6,52,5,47,2,16,0
Q8IVP9,31,0,31,0,10,0
Q8IVU1,62,1,61,0,30,0
Q8IYS5,22,0,22,0,8,0
Q8N3P4,135,18,117,17,62,0
Q8N4L8,22,0,22,0,10,0
Q8N573,117,31,86,27,79,0
Q8N720,59,5,54,5,30,0
Q8N9Z0,31,0,31,0,11,0
Q8NA77,10,0,10,0,3,0
Q8NG76,23,0,23,0,2,0
Q8TCT9,29,4,25,4,16,0
Q92782,15,0,15,0,5,0
Q96A56,26,0,26,0,10,0
Q96BS2,13,0,13,0,9,0
Q96DW6,21,0,21,0,6,0
Q96ID5,33,3,30,2,18,0
Q96J94,47,1,46,1,20,0
Q96K78,74,3,71,2,38,0
Q96MW7,53,5,48,5,30,0
Q99742,52,0,52,0,23,0
Q9BSF8,66,12,54,9,40,0
Q9BTE6,25,1,24,1,12,0
Q9H306,24,0,24,0,8,0
Q9H4A6,16,4,12,4,9,0
Q9H4K1,15,0,15,0,8,0
Q9H6R0,55,9,46,7,27,0
Q9H8Y1,62,2,60,1,28,0
Q9NTI5,146,38,108,36,104,0
Q9NUQ8,58,10,48,10,35,0
Q9NVP2,12,1,11,1,2,0
Q9NWN3,84,1,83,1,35,0
Q9NXT0,46,0,46,0,14,0
Q9P215,39,4,35,2,17,0
Q9UHL0,31,2,29,0,13,0
Q9UK99,31,0,31,0,10,0
Q9UL49,34,2,32,1,12,0
Q9UQC9,80,0,80,0,28,0
Q9Y279,35,2,33,1,19,0
A0A0C4DH28,15,0,15,0,11,0
A0A2R8YFM6,21,0,21,0,4,0
A0A494C086,28,0,28,0,16,0
A0A5F9ZGZ6,41,0,41,0,23,0
A0A5F9ZH02,2,0,2,0,0,0
A1L168,12,0,12,0,8,0
O00425,47,12,35,9,26,0
O15403,47,6,41,3,11,0
O43364,44,2,42,2,25,0
O43765,29,6,23,3,13,0
O60704,18,0,18,0,9,0
O75167,74,11,63,10,48,0
O75339,80,1,79,1,49,0
O75503,13,0,13,0,4,0
O95070,24,2,22,2,14,0
O95980,91,1,90,1,25,0
P0DO92,10,0,10,0,7,0
P11362,80,7,73,3,27,0
P12036,136,49,87,45,113,0
P15735,26,2,24,2,14,0
P17787,30,0,30,0,7,0
P20073,46,6,40,5,18,0
P20594,65,6,59,5,27,0
P29372,24,4,20,4,13,0
P31391,20,0,20,0,4,0
P35080,6,1,5,1,4,0
P50402,68,30,38,20,43,0
P58505,17,0,17,0,9,0
Q01449,12,2,10,2,8,0
Q02985,28,0,28,0,8,0
Q03188,171,55,116,34,98,0
Q05655,57,20,37,13,32,0
Q07011,21,0,21,0,5,0
Q13136,163,55,108,49,124,0
Q13201,109,3,106,3,46,0
Q14004,255,67,188,56,162,0
Q14188,51,7,44,7,27,0
Q15431,65,1,64,0,35,0
Q16254,63,8,55,7,38,0
Q2VPJ9,24,0,24,0,10,0
Q32P44,107,13,94,10,52,0
Q3LIE5,24,0,24,0,9,0
Q58F21,102,6,96,3,57,0
Q5TBA9,322,31,291,20,136,0
Q5W041,70,2,68,1,32,0
Q68CZ6,46,3,43,1,22,0
Q6N075,36,0,36,0,9,0
Q6NVU6,10,0,10,0,4,0
Q6P4F1,37,0,37,0,18,0
Q71RH2,14,0,14,0,4,0
Q7Z3Z4,77,2,75,2,35,0
Q86XN7,154,1,153,0,52,0
Q8N3Y1,45,3,42,1,12,0
Q8N431,27,0,27,0,7,0
Q8N4Y2,19,0,19,0,8,0
Q8N9Z2,19,3,16,2,8,0
Q8NCA9,27,3,24,2,11,0
Q8NCY6,26,8,18,5,14,0
Q8NEE6,62,0,62,0,17,0
Q8NGY5,23,0,23,0,2,0
Q8NHY2,103,5,98,3,44,0
Q92982,9,0,9,0,4,0
Q96G27,21,0,21,0,9,0
Q96HS1,19,3,16,2,10,0
Q96I34,37,10,27,9,29,0
Q96QD5,50,10,40,6,21,0
Q96R48,25,0,25,0,2,0
Q9BRB3,53,0,53,0,13,0
Q9BT49,28,5,23,2,11,0
Q9BUG6,53,7,46,6,36,0
Q9BWM5,53,2,51,1,24,0
Q9C0F3,43,1,42,0,9,0
Q9H227,27,0,27,0,13,0
Q9H3Z4,15,4,11,2,4,0
Q9H5J8,36,8,28,8,23,0
Q9H777,20,1,19,1,10,0
Q9HC77,144,30,114,22,92,0
Q9NPC6,20,2,18,1,15,0
Q9NQ03,25,0,25,0,10,0
Q9NQG5,34,8,26,7,21,0
Q9NS69,9,2,7,2,5,0
Q9NVD7,33,12,21,12,23,0
Q9NWM0,37,0,37,0,12,0
Q9NYH9,42,3,39,1,19,0
Q9NZU7,33,2,31,1,16,0
Q9P0K1,89,16,73,10,37,0
Q9P1F3,2,0,2,0,1,0
Q9P1V8,48,1,47,0,26,0
Q9P1W3,57,3,54,1,15,0
Q9UBU6,38,7,31,7,23,0
Q9UJ99,69,3,66,2,37,0
Q9UJW8,70,2,68,2,26,0
Q9UMR7,23,0,23,0,5,0
Q9Y2G9,118,3,115,0,46,0
Q9Y3C8,3,0,3,0,2,0
Q9Y5L0,54,1,53,1,16,0
Q9Y6H1,9,2,7,1,4,0
A0A087WSY6,14,0,14,0,3,0
A0A1B0GW64,7,0,7,0,4,0
A0A1W2PPL8,9,0,9,0,6,0
A0A1W2PR75,9,0,9,0,5,0
A0A2R9YJI8,20,0,20,0,6,0
A0A494C0Y3,12,0,12,0,8,0
A1A4V9,20,1,19,1,11,0
A8MV81,6,0,6,0,4,0
B2CW77,14,1,13,1,6,0
K7EJ46,5,0,5,0,3,0
O00141,32,5,27,4,15,0
O15069,170,13,157,13,86,0
O15551,14,3,11,3,8,0
O60522,168,1,167,1,78,0
O75711,2,0,2,0,1,0
O95396,31,4,27,4,18,0
O95969,5,0,5,0,3,0
P01700,19,0,19,0,7,0
P02743,19,1,18,0,7,0
P02786,69,15,54,10,33,0
P04085,15,0,15,0,8,0
P07101,44,6,38,5,25,0
P08240,56,14,42,7,24,0
P0C870,16,0,16,0,5,0
P0DN86,13,0,13,0,7,0
P10153,7,0,7,0,1,0
P11245,15,0,15,0,1,0
P15927,38,13,25,7,20,0
P17535,41,12,29,8,23,0
P36959,26,2,24,2,13,0
P50748,186,9,177,3,60,0
P51659,60,9,51,8,31,0
P51795,60,1,59,1,23,0
P57775,35,0,35,0,12,0
P78396,27,0,27,0,9,0
P98175,130,36,94,29,83,0
Q00537,64,15,49,10,37,0
Q02078,83,16,67,11,49,0
Q05397,106,25,81,13,42,0
Q07869,41,5,36,3,18,0
Q08426,52,6,46,3,30,0
Q13283,41,15,26,3,10,0
Q13488,44,3,41,3,15,0
Q14116,16,1,15,1,9,0
Q15170,21,9,12,8,17,0
Q15406,43,1,42,0,17,0
Q15542,65,2,63,2,36,0
Q15811,144,28,116,24,85,0
Q16665,94,16,78,10,51,0
Q17RD7,88,2,86,2,49,0
Q2M2I5,67,3,64,3,43,0
Q2TAC6,87,0,87,0,43,0
Q3SY69,49,2,47,2,22,0
Q53EL9,82,0,82,0,31,0
Q5JQD4,3,0,3,0,1,0
Q5T0J7,6,0,6,0,2,0
Q5XG87,89,0,89,0,46,0
Q6NSI8,58,2,56,2,26,0
Q6UWL2,60,1,59,1,19,0
Q86UD0,27,0,27,0,15,0
Q8IZV2,21,4,17,1,3,0
Q8N149,57,0,57,0,23,0
Q8N6R1,2,0,2,0,0,0
Q8NCE0,42,8,34,8,26,0
Q8NGP8,29,0,29,0,3,0
Q8WWZ3,14,0,14,0,9,0
Q96AN5,30,0,30,0,16,0
Q96BR1,40,7,33,7,24,0
Q96BX8,9,2,7,1,5,0
Q96DH6,22,3,19,2,12,0
Q96EC8,17,0,17,0,5,0
Q96HH9,71,19,52,18,57,0
Q96MD7,16,3,13,3,9,0
Q96MG8,18,1,17,1,8,0
Q96N23,254,0,254,0,96,0
Q96P70,70,5,65,3,25,0
Q99541,52,8,44,5,26,0
Q99650,105,9,96,9,42,0
Q9BRJ2,18,2,16,1,8,0
Q9BSK0,7,0,7,0,1,0
Q9BZR8,36,5,31,1,12,0
Q9H0A0,83,16,67,13,42,0
Q9H788,45,11,34,10,31,0
Q9H7E2,73,16,57,15,52,0
Q9H9V9,28,0,28,0,8,0
Q9NQ86,76,17,59,13,44,0
Q9NTX7,43,0,43,0,22,0
Q9NUP1,20,4,16,2,12,0
Q9NV70,86,16,70,14,52,0
Q9NX78,51,2,49,1,16,0
Q9P2C4,43,4,39,4,22,0
Q9P2U7,44,0,44,0,6,0
Q9UKV3,245,94,151,89,215,0
Q9UPZ3,156,33,123,31,92,0
Q9Y285,45,8,37,8,28,0
Q9Y315,18,3,15,1,6,0
Q9Y3Z3,40,9,31,9,28,0
Q9Y4C5,26,0,26,0,11,0
