,entry_count,positive_count,negative_count,correctly_guessed,positive_guess_count,negative_guess_count
Q9NUU7,31,5,26,19,15,16
Q9NWT8,12,2,10,7,7,5
Q9NXR1,44,16,28,21,37,7
Q9P0M2,24,2,22,11,13,11
Q9P291,35,2,33,16,17,18
Q9UHY7,16,2,14,11,5,11
Q9UJU5,39,2,37,27,12,27
Q9ULK2,171,15,156,79,103,68
Q9UM07,46,1,45,37,10,36
Q9Y2G8,62,0,62,42,20,42
Q9Y471,20,0,20,16,4,16
A0A1B0GUA6,30,0,30,11,19,11
A0A1B0GX49,8,0,8,6,2,6
A6NF89,22,0,22,20,2,20
A6NFC9,22,0,22,14,8,14
A6NFU0,22,0,22,11,11,11
B3GLJ2,2,0,2,2,0,2
D6RGH6,34,0,34,11,23,11
F5GYI3,36,0,36,15,21,15
O00515,107,39,68,45,93,14
O00585,9,0,9,5,4,5
O14682,49,5,44,31,21,28
O43924,8,0,8,5,3,5
O60312,145,5,140,88,60,85
O75382,61,10,51,38,31,30
O94964,163,23,140,75,111,52
O95625,109,18,91,68,49,60
O95996,263,18,245,103,170,93
O96002,11,0,11,9,2,9
P00750,51,1,50,43,9,42
P09497,19,4,15,9,12,7
P0CJ79,47,0,47,43,4,43
P0DPF5,20,0,20,5,15,5
P0DTL6,22,0,22,15,7,15
P11308,53,9,44,34,22,31
P13985,16,0,16,2,14,2
P15088,24,0,24,15,9,15
P16278,43,2,41,29,16,27
P20061,39,0,39,28,11,28
P20138,30,1,29,18,13,17
P22090,8,2,6,4,6,2
P42025,24,2,22,16,8,16
P48201,15,0,15,9,6,9
P52815,6,0,6,5,1,5
P54368,25,2,23,9,18,7
P59991,25,0,25,25,0,25
P60508,46,1,45,34,11,35
P80511,3,0,3,2,1,2
P83436,58,3,55,42,15,43
Q12788,54,2,52,35,19,35
Q13724,56,2,54,34,22,34
Q13907,10,1,9,6,5,5
Q16602,31,2,29,25,6,25
Q16609,10,0,10,9,1,9
Q4G0W2,11,1,10,8,4,7
Q5BVD1,16,0,16,9,7,9
Q5I7T1,31,0,31,27,4,27
Q5SYB0,183,2,181,103,78,105
Q5T1A1,61,0,61,28,33,28
Q5VST9,673,42,631,376,331,342
Q68CR1,79,1,78,48,32,47
Q6N021,219,17,202,128,104,115
Q6P474,28,2,26,18,12,16
Q6PJE2,19,0,19,12,7,12
Q6UWJ8,9,0,9,6,3,6
Q6ZTQ4,61,0,61,38,23,38
Q7L099,28,2,26,18,8,20
Q7L3S4,15,0,15,11,4,11
Q86SQ9,18,0,18,10,8,10
Q8N1V8,17,0,17,10,7,10
Q8N6L7,13,0,13,9,4,9
Q8N7S2,14,0,14,4,10,4
Q8ND04,95,13,82,55,47,48
Q8NEZ4,585,86,499,329,320,265
Q8TDV0,42,0,42,28,14,28
Q8WXS3,12,0,12,11,1,11
Q92530,19,4,15,12,11,8
Q92947,33,2,31,14,19,14
Q92990,36,0,36,29,7,29
Q93086,33,2,31,19,16,17
Q96B77,12,0,12,7,5,7
Q96NT0,11,0,11,6,5,6
Q96PN8,14,0,14,9,5,9
Q96RW7,445,7,438,278,164,281
Q96T51,61,13,48,37,31,30
Q9BQ83,7,0,7,5,2,5
Q9BSD3,30,1,29,14,17,13
Q9BTD3,11,0,11,7,4,7
Q9BXU8,10,0,10,8,2,8
Q9BYM8,28,8,20,15,11,17
Q9BZE4,42,12,30,21,33,9
Q9C075,42,11,31,22,25,17
Q9C0B9,140,16,124,82,68,72
Q9C0K0,121,40,81,68,73,48
Q9H0R8,2,0,2,2,0,2
Q9H2X0,56,0,56,32,24,32
Q9H8P0,19,0,19,18,1,18
Q9NTZ6,77,8,69,49,36,41
Q9NY91,46,0,46,39,7,39
Q9UGJ0,104,37,67,56,83,21
Q9UGR2,84,9,75,49,44,40
Q9UL46,9,1,8,7,1,8
Q9ULV8,38,7,31,26,19,19
Q9UNW1,33,0,33,16,17,16
Q9UPW8,140,8,132,81,63,77
Q9UQB9,15,2,13,7,8,7
Q9UQD0,143,4,139,76,71,72
Q9Y227,41,3,38,26,14,27
Q9Y3T9,91,30,61,47,66,25
A0A0A6YYC5,10,0,10,5,5,5
A0A0C4DH25,15,0,15,9,6,9
A0A0G2JRQ6,16,0,16,5,11,5
A0A1B0GUC4,9,0,9,4,5,4
A3KFT3,28,0,28,23,5,23
A6NJZ7,137,0,137,70,67,70
A6NMS7,158,1,157,81,78,80
A7E2U8,23,0,23,7,16,7
A8MVU1,27,0,27,11,16,11
O00148,28,7,21,15,14,14
O00175,8,0,8,4,4,4
O00746,17,2,15,8,11,6
O14603,14,0,14,10,4,10
O14917,102,7,95,50,55,47
O43781,45,3,42,27,17,28
O43805,5,1,4,2,2,3
O60356,9,3,6,6,6,3
O60896,3,0,3,3,0,3
O75306,19,0,19,12,7,12
O75934,14,3,11,8,9,5
O95872,24,2,22,12,12,12
P01270,9,1,8,3,7,2
P01563,16,0,16,11,5,11
P02768,45,19,26,25,11,34
P06307,7,0,7,2,5,2
P06899,21,10,11,10,15,6
P07738,18,4,14,9,9,9
P0C7A2,27,0,27,13,14,13
P0CJ88,23,0,23,11,12,11
P12110,57,4,53,27,28,29
P15408,62,19,43,30,45,17
P17612,23,7,16,13,15,8
P19397,15,0,15,13,2,13
P20783,22,0,22,12,10,12
P24666,15,5,10,7,9,6
P27449,13,2,11,11,2,11
P31146,34,5,29,25,12,22
P42680,45,5,40,22,22,23
Q03113,23,2,21,10,15,8
Q05516,62,3,59,40,23,39
Q07866,39,9,30,26,22,17
Q10586,25,2,23,9,18,7
Q12834,67,14,53,43,36,31
Q14181,76,15,61,46,37,39
Q14692,100,19,81,55,54,46
Q15392,23,0,23,20,3,20
Q15561,48,4,44,29,23,25
Q30KQ9,1,0,1,0,1,0
Q33E94,80,3,77,44,37,43
Q3B726,34,10,24,19,23,11
Q3ZLR7,74,0,74,37,37,37
Q59H18,72,0,72,40,32,40
Q5VTD9,37,3,34,23,15,22
Q66K89,57,7,50,40,18,39
Q6IQ32,103,7,96,64,38,65
Q6UXM1,113,0,113,77,36,77
Q71DI3,11,5,6,6,8,3
Q86V97,57,0,57,31,26,31
Q86VH4,56,0,56,38,18,38
Q8IUI4,36,1,35,21,16,20
Q8IWF6,35,2,33,20,15,20
Q8N3E9,55,7,48,27,33,22
Q8N3F9,42,0,42,30,12,30
Q8N4V1,16,5,11,9,8,8
Q8N945,14,1,13,8,5,9
Q8NBJ5,37,1,36,20,18,19
Q8NG48,76,6,70,50,26,50
Q8TBC3,80,12,68,44,44,36
Q8TBK2,23,0,23,15,8,15
Q92692,55,13,42,29,39,16
Q92734,54,17,37,32,33,21
Q92743,33,0,33,17,16,17
Q92824,148,2,146,117,33,115
Q969L2,11,0,11,10,1,10
Q96D70,20,2,18,6,12,8
Q96K12,26,1,25,19,8,18
Q96N16,26,3,23,15,14,12
Q96SR6,29,1,28,18,10,19
Q99766,10,1,9,7,2,8
Q9BPX3,78,17,61,46,39,39
Q9BRX2,31,5,26,15,19,12
Q9BTV4,36,3,33,18,19,17
Q9BWQ6,19,0,19,14,5,14
Q9BX74,15,0,15,14,1,14
Q9BZM5,16,0,16,12,4,12
Q9GZY8,45,17,28,24,30,15
Q9H322,13,0,13,3,10,3
Q9HB89,27,1,26,21,5,22
Q9NR34,51,4,47,33,20,31
Q9NX63,22,7,15,8,21,1
Q9NYW2,20,1,19,17,2,18
Q9NYW6,29,0,29,24,5,24
Q9P1P5,29,2,27,26,3,26
Q9UHD0,8,0,8,6,2,6
Q9UN76,47,1,46,40,8,39
Q9Y2B5,48,2,46,28,20,28
Q9Y3B4,1,0,1,1,0,1
Q9Y5A6,44,5,39,27,20,24
Q9Y5Z6,21,0,21,16,5,16
Q9Y6H5,138,15,123,63,88,50
A0A087WW49,19,0,19,16,3,16
A0A0B4J276,7,0,7,6,1,6
A0A0J9YVY3,11,0,11,9,2,9
A0A140TA64,27,0,27,27,0,27
A0A1W2PS18,7,0,7,6,1,6
A0A8Q3WKH5,8,0,8,2,6,2
A1A4S6,70,8,62,34,42,28
A4D1U4,26,1,25,14,13,13
A6NM43,27,0,27,19,8,19
B4DU55,56,1,55,47,10,46
C9JE40,39,0,39,24,15,24
O14627,34,0,34,14,20,14
O14815,43,0,43,23,20,23
O14880,9,0,9,7,2,7
O60551,39,8,31,25,20,19
O75190,32,3,29,18,17,15
O94892,49,0,49,44,5,44
O95248,167,19,148,86,94,73
O95744,21,0,21,16,5,16
O96024,27,1,26,17,11,16
P01834,15,1,14,8,8,7
P05556,65,6,59,42,19,46
P13051,29,7,22,17,19,10
P13797,44,12,32,25,17,27
P14555,9,0,9,6,3,6
P15559,18,1,17,13,6,12
P19086,24,3,21,17,10,14
P30926,40,0,40,22,18,22
P30954,22,0,22,20,2,20
P36980,26,0,26,20,6,20
P40313,32,0,32,26,6,26
P41182,88,16,72,47,55,33
P49750,230,31,199,93,162,68
P50052,26,0,26,20,6,20
P86479,8,0,8,3,5,3
Q08828,67,5,62,45,23,44
Q13356,30,2,28,20,10,20
Q15021,107,20,87,66,45,62
Q15172,41,7,34,25,23,18
Q16568,5,2,3,3,4,1
Q16581,46,4,42,29,15,31
Q2NKQ1,123,7,116,58,68,55
Q5BLP8,5,0,5,3,2,3
Q5H9R7,110,22,88,68,54,56
Q5TCS8,86,1,85,55,32,54
Q5TGU0,8,0,8,8,0,8
Q5VZR2,60,0,60,18,42,18
Q5XKL5,226,0,226,115,111,115
Q68DY9,42,0,42,36,6,36
Q6NUI6,32,0,32,19,13,19
Q6UWM7,36,0,36,26,10,26
Q86WD7,36,0,36,21,15,21
Q8IXN7,31,1,30,17,15,16
Q8IY18,72,11,61,42,33,39
Q8IZ02,38,2,36,26,12,26
Q8N0U4,37,0,37,28,9,28
Q8N2G4,14,0,14,9,5,9
Q8N3J6,35,1,34,21,15,20
Q8NBI2,19,0,19,16,3,16
Q8NEE8,84,3,81,32,53,31
Q8NFV4,24,2,22,11,13,11
Q8TAV4,17,0,17,8,9,8
Q8TEY7,91,14,77,58,41,50
Q8WUA4,104,22,82,54,70,34
Q8WW35,5,0,5,3,2,3
Q8WW59,12,0,12,9,3,9
Q92754,41,5,36,24,22,19
Q92851,42,2,40,25,17,25
Q93098,26,0,26,17,9,17
Q96GV9,29,11,18,16,22,7
Q96HE8,15,0,15,7,8,7
Q96JX3,55,2,53,28,27,28
Q96KR1,109,20,89,69,34,75
Q96Q07,58,5,53,32,29,29
Q96QF0,60,13,47,30,37,23
Q9BQS8,117,16,101,53,80,37
Q9BY07,80,1,79,51,30,50
Q9BYC2,21,0,21,14,7,14
Q9BZ72,161,25,136,81,101,60
Q9H1B4,31,0,31,26,5,26
Q9H4B8,47,0,47,27,20,27
Q9H7R5,42,0,42,36,6,36
Q9H903,18,0,18,6,12,6
Q9NQZ8,41,2,39,31,10,31
Q9NS71,12,0,12,10,2,10
Q9NVH2,97,5,92,65,35,62
Q9NZM6,47,2,45,33,12,35
Q9P2K6,41,3,38,28,16,25
Q9UBB6,45,3,42,30,16,29
Q9UI72,2,0,2,1,1,1
Q9UIG8,54,3,51,38,13,41
Q9UKR5,9,2,7,7,0,9
Q9UPA5,463,40,423,165,334,129
Q9Y2L5,148,10,138,90,66,82
Q9Y3N9,20,0,20,16,4,16
Q9Y587,8,1,7,7,2,6
Q9Y5E2,67,1,66,43,25,42
A0A1B0GVH7,25,0,25,12,13,12
A6NCV1,26,0,26,22,4,22
A6NDU8,22,0,22,15,7,15
A6NEQ2,34,1,33,17,18,16
A6NF01,136,1,135,86,51,85
A6NGQ2,5,0,5,2,3,2
A6NMT0,50,5,45,20,35,15
O14975,23,1,22,9,13,10
O15239,3,1,2,1,3,0
O15554,21,2,19,17,6,15
O43776,34,7,27,20,19,15
O43934,43,1,42,38,6,37
O60825,40,12,28,20,28,12
O75691,195,19,176,126,78,117
O75891,49,6,43,33,14,35
O96015,5,0,5,4,1,4
P00540,29,1,28,15,15,14
P00748,37,0,37,22,15,22
P05161,17,3,14,9,11,6
P08559,23,5,18,11,15,8
P0C7P0,8,1,7,4,5,3
P10124,19,1,18,6,12,7
P14770,8,0,8,5,3,5
P20023,84,1,83,56,29,55
P26367,49,1,48,34,16,33
P29375,160,28,132,90,86,74
P31749,28,9,19,16,17,11
P36957,25,2,23,13,14,11
P37058,20,0,20,18,2,18
P41229,108,9,99,59,56,52
P42685,47,12,35,26,25,22
P46459,56,13,43,32,29,27
P49795,33,9,24,17,23,10
P59665,3,0,3,3,0,3
Q06416,27,4,23,13,18,9
Q08AI6,29,0,29,27,2,27
Q13506,59,12,47,32,37,22
Q14005,229,44,185,111,150,79
Q14258,56,10,46,29,31,25
Q16842,22,0,22,17,5,17
Q2M3V2,53,9,44,22,40,13
Q2NL82,50,8,42,31,23,27
Q53H12,25,1,24,12,14,11
Q53HC5,42,2,40,25,17,25
Q5VTA0,29,0,29,23,6,23
Q5VTH9,76,1,75,41,36,40
Q5VU57,32,0,32,22,10,22
Q6JBY9,79,35,44,37,73,6
Q6KC79,381,87,294,191,245,136
Q6PGP7,94,0,94,65,29,65
Q6PHW0,12,0,12,4,8,4
Q6UXB2,7,0,7,4,3,4
Q6YN16,25,3,22,18,8,17
Q6ZSY5,67,10,57,35,40,27
Q6ZU65,193,29,164,96,112,81
Q70UQ0,31,0,31,22,9,22
Q711Q0,162,0,162,58,104,58
Q7RTU0,13,0,13,3,10,3
Q7Z3C6,81,18,63,49,48,33
Q86SG6,49,0,49,32,17,32
Q86TM3,46,0,46,31,15,31
Q86VD7,31,5,26,18,16,15
Q86XR7,19,3,16,10,10,9
Q8IUX8,31,0,31,26,5,26
Q8N0Z9,52,2,50,31,21,31
Q8N100,6,0,6,3,3,3
Q8N141,31,0,31,20,11,20
Q8N594,46,6,40,29,23,23
Q8N6I4,9,0,9,6,3,6
Q8NGE7,35,0,35,30,5,30
Q8NGJ1,20,0,20,16,4,16
Q8NGK6,31,0,31,31,0,31
Q8NGY2,27,0,27,22,5,22
Q8NHV9,5,0,5,2,3,2
Q8WUH6,14,6,8,8,0,14
Q8WV60,25,1,24,18,6,19
Q8WV93,26,1,25,15,12,14
Q96C19,22,7,15,12,11,11
Q96GE6,14,1,13,7,8,6
Q96L03,23,1,22,15,9,14
Q96L11,12,0,12,8,4,8
Q96NS5,18,0,18,12,6,12
Q99618,48,17,31,22,43,5
Q9BQ13,18,2,16,12,8,10
Q9BWV3,34,0,34,20,14,20
Q9BXU0,13,0,13,5,8,5
Q9C0G6,255,6,249,167,88,167
Q9H814,49,20,29,25,36,13
Q9H8K7,49,7,42,36,14,35
Q9H9Y4,18,0,18,16,2,16
Q9HB09,37,11,26,15,31,6
Q9HCD5,85,26,59,50,53,32
Q9HCL2,76,6,70,48,32,44
Q9NP72,10,1,9,6,5,5
Q9NZR4,38,2,36,11,29,9
Q9UKB3,19,3,16,8,14,5
Q9UNH5,66,6,60,24,46,20
Q9UPX6,102,1,101,48,53,49
Q9Y278,27,0,27,15,12,15
Q9Y2I7,269,47,222,139,165,104
A0A0C4DH38,14,0,14,12,2,12
A0A0C4DH68,16,0,16,12,4,12
A0A0K0K1E9,9,0,9,3,6,3
A0A1W2PQU2,9,0,9,8,1,8
A6NEN9,9,0,9,3,6,3
A6NER0,35,0,35,19,16,19
A6NF36,7,0,7,6,1,6
A6NF83,2,0,2,1,1,1
A6NJZ3,27,0,27,25,2,25
A6NNB3,6,0,6,4,2,4
O00541,32,7,25,20,19,13
O14686,622,104,518,299,391,231
O43181,16,3,13,6,11,5
O43255,25,5,20,19,9,16
O43612,6,0,6,3,3,3
O60341,58,8,50,41,23,35
O75896,4,1,3,2,3,1
P01213,25,1,24,13,13,12
P08727,60,27,33,31,46,14
P09629,20,2,18,16,6,14
P0C7L1,8,0,8,8,0,8
P0CG30,12,1,11,10,3,9
P0DMR3,18,0,18,10,8,10
P0DPP9,3,0,3,1,2,1
P16112,308,1,307,173,136,172
P17025,38,2,36,29,11,27
P17813,74,3,71,46,29,45
P17987,47,13,34,27,15,32
P22735,75,9,66,45,37,38
P30279,17,3,14,12,8,9
P35557,32,1,31,17,16,16
P38606,55,8,47,32,23,32
P38936,18,7,11,10,9,9
P43378,36,4,32,26,12,24
P49419,38,7,31,23,16,22
P49703,12,1,11,7,6,6
P51153,17,4,13,9,8,9
P52735,71,11,60,37,45,26
P59103,12,0,12,8,4,8
P61599,9,0,9,4,5,4
P63167,6,3,3,3,6,0
P78524,199,53,146,91,145,54
Q00444,15,0,15,10,5,10
Q01970,116,27,89,64,69,47
Q14469,29,5,24,15,19,10
Q15633,42,9,33,24,21,21
Q2M3W8,64,3,61,42,21,43
Q3KNT7,13,0,13,8,5,8
Q5SQ64,24,0,24,11,13,11
Q5T5P2,316,88,228,152,222,94
Q5T6F2,196,16,180,128,76,120
Q6NT76,57,9,48,26,40,17
Q6P7N7,11,0,11,8,3,8
Q6ZN66,36,2,34,24,10,26
Q6ZNI0,23,0,23,16,7,16
Q70Z44,39,0,39,30,9,30
Q7KZF4,73,25,48,41,37,36
Q86WN1,53,5,48,16,40,13
Q8N8A2,49,0,49,31,18,31
Q8N8I0,7,1,6,5,1,6
Q8NEA4,11,0,11,7,4,7
Q8NEX9,21,2,19,12,11,10
Q8NG78,38,0,38,34,4,34
Q8NGF6,24,0,24,22,2,22
Q8NGZ3,18,0,18,15,3,15
Q8TBB5,41,8,33,21,28,13
Q8TC17,8,0,8,2,6,2
Q8WUT4,75,3,72,46,26,49
Q8WVM8,55,13,42,32,28,27
Q8WZ59,15,0,15,9,6,9
Q969U6,48,3,45,28,21,27
Q96BF3,31,4,27,14,19,12
Q96FI4,29,3,26,10,20,9
Q96SE7,61,1,60,47,13,48
Q99880,24,12,12,12,18,6
Q9BPV8,21,0,21,15,6,15
Q9BTM1,3,0,3,0,3,0
Q9BUZ4,33,5,28,22,12,21
Q9BX70,26,0,26,18,8,18
Q9BXQ6,59,2,57,30,29,30
Q9H1K4,16,1,15,9,8,8
Q9H222,54,2,52,38,16,38
Q9H501,101,31,70,46,76,25
Q9HCM2,147,5,142,98,50,97
Q9P2Y4,74,13,61,29,52,22
Q9UDV6,44,0,44,25,19,25
Q9UF12,41,1,40,25,17,24
Q9UHF7,178,35,143,100,107,71
Q9UKJ1,35,2,33,13,24,11
Q9ULJ3,168,39,129,92,103,65
Q9UPQ3,117,12,105,67,60,57
Q9Y328,13,1,12,9,5,8
Q9Y3Y4,42,1,41,31,12,30
Q9Y536,10,1,9,4,7,3
Q9Y584,13,0,13,7,6,7
Q9Y616,66,9,57,43,24,42
Q9Y644,22,0,22,12,10,12
Q9Y6A2,25,0,25,16,9,16
Q9Y6L6,78,7,71,59,20,58
A0A087WXS9,35,0,35,19,16,19
A4D2P6,127,5,122,52,78,49
A6NEK1,33,2,31,23,8,25
A6NFZ4,9,0,9,9,0,9
A6NI79,18,3,15,8,13,5
A6NI87,25,1,24,8,18,7
H3BNL8,13,0,13,10,3,10
H3BQB6,26,0,26,5,21,5
O15321,46,2,44,33,13,33
O15353,63,1,62,39,25,38
O60902,23,2,21,12,13,10
O95183,11,3,8,5,7,4
O95399,9,0,9,4,5,4
O96004,13,2,11,5,10,3
P05155,53,3,50,30,22,31
P06732,29,8,21,14,17,12
P09455,2,0,2,1,1,1
P0DQD5,25,0,25,22,3,22
P11234,15,2,13,6,7,8
P35637,81,14,67,44,39,42
P39210,4,0,4,3,1,3
P54619,27,3,24,19,7,20
P78556,4,0,4,4,0,4
P80303,18,6,12,9,15,3
Q01543,59,12,47,38,23,36
Q0P5N6,13,0,13,9,4,9
Q13275,46,2,44,29,19,27
Q14515,69,17,52,41,41,28
Q15155,99,3,96,66,34,65
Q15303,84,4,80,62,22,62
Q15573,29,0,29,22,7,22
Q15773,35,12,23,20,21,14
Q15884,43,5,38,28,20,23
Q17R60,79,4,75,46,35,44
Q2M243,75,5,70,27,53,22
Q3SY05,8,0,8,4,4,4
Q53T59,37,9,28,19,21,16
Q5J5C9,2,0,2,2,0,2
Q6E0U4,70,3,67,29,44,26
Q6JVE6,13,0,13,9,4,9
Q6L8H4,54,0,54,54,0,54
Q6P435,27,1,26,6,22,5
Q6PJF5,102,24,78,58,60,42
Q6Q759,179,6,173,92,87,92
Q6UWF3,12,2,10,6,8,4
Q6UXK5,59,1,58,45,15,44
Q6ZMJ4,22,0,22,12,10,12
Q6ZPD8,17,0,17,12,5,12
Q6ZQV5,5,1,4,2,2,3
Q6ZVS7,3,0,3,1,2,1
Q86SE8,14,0,14,5,9,5
Q8IUA0,9,0,9,8,1,8
Q8IXR5,47,1,46,27,21,26
Q8IYB0,17,0,17,5,12,5
Q8N1F8,113,19,94,64,66,47
Q8N339,7,2,5,5,4,3
Q8N801,22,0,22,13,9,13
Q8N819,25,0,25,14,11,14
Q8N966,18,0,18,14,4,14
Q8N9G6,33,2,31,13,20,13
Q8NCG5,30,0,30,17,13,17
Q8ND76,47,18,29,26,37,10
Q8NFZ4,40,2,38,22,20,20
Q8NGB2,17,0,17,15,2,15
Q8NH83,23,0,23,16,7,16
Q8WVN6,21,1,20,12,10,11
Q8WXA9,75,12,63,18,69,6
Q93062,14,2,12,5,11,3
Q96M63,61,4,57,35,24,37
Q96MM3,25,2,23,14,13,12
Q99569,223,81,142,112,176,47
Q99717,52,8,44,33,25,27
Q9BPU9,12,0,12,10,2,10
Q9BQC3,37,7,30,22,16,21
Q9BUQ8,58,11,47,20,47,11
Q9BV73,183,36,147,92,105,78
Q9BVM4,6,0,6,4,2,4
Q9BXN1,23,0,23,19,4,19
Q9C0E8,42,9,33,25,26,16
Q9H213,23,2,21,15,10,13
Q9H6F5,59,28,31,29,56,3
Q9H8V8,8,0,8,4,4,4
Q9HD23,34,1,33,21,14,20
Q9HD64,6,1,5,4,3,3
Q9N2J8,69,0,69,45,24,45
Q9NPH3,40,6,34,25,21,19
Q9NSA0,43,0,43,36,7,36
Q9NTQ9,14,0,14,13,1,13
Q9NYV6,54,10,44,37,25,29
Q9P0J1,36,0,36,27,9,27
Q9P0K8,81,16,65,47,48,33
Q9UF83,109,9,100,12,104,5
Q9UFV3,13,0,13,8,5,8
Q9UII5,52,2,50,44,6,46
Q9UK17,62,2,60,40,24,38
Q9UNH7,35,6,29,19,20,15
Q9Y263,80,5,75,46,37,43
Q9Y4A5,273,16,257,169,114,159
Q9Y4B6,137,24,113,78,71,66
Q9Y4G6,228,27,201,160,77,151
A0A1B0GUY1,51,0,51,30,21,30
A0A1B0GX56,15,0,15,10,5,10
A0A2R8YFR7,177,0,177,64,113,64
A6NN06,8,0,8,0,8,0
A8MU10,3,0,3,2,1,2
B2RBV5,5,0,5,0,5,0
C9J3I9,5,0,5,3,2,3
O15034,97,6,91,46,57,40
O15145,5,0,5,4,1,4
O15527,29,4,25,16,17,12
O43281,47,9,38,21,35,12
O43320,16,1,15,9,8,8
O43852,18,7,11,10,11,7
O60682,19,0,19,5,14,5
O75121,35,5,30,23,15,20
O75334,126,10,116,44,92,34
O76071,34,2,32,25,9,25
O95972,31,1,30,20,12,19
O96014,29,2,27,19,12,17
P05113,4,0,4,3,1,3
P05814,13,5,8,7,11,2
P09488,11,2,9,6,7,4
P0DW81,4,0,4,0,4,0
P10586,140,11,129,78,61,79
P20853,32,0,32,22,10,22
P23560,18,0,18,15,3,15
P32970,13,1,12,8,6,7
P35712,89,12,77,51,50,39
P40426,41,1,40,25,17,24
P46597,20,0,20,15,5,15
P50552,40,14,26,21,27,13
P51170,50,1,49,37,14,36
Q06136,28,3,25,17,14,14
Q06481,36,3,33,21,18,18
Q0D2I5,42,1,41,18,25,17
Q13243,65,20,45,21,60,5
Q14201,19,3,16,8,14,5
Q15751,516,38,478,290,252,264
Q16661,9,0,9,7,2,7
Q1T7F1,4,0,4,1,3,1
Q3SY00,49,0,49,12,37,12
Q52LW3,170,48,122,94,114,56
Q53HV7,9,0,9,6,3,6
Q5BKY9,69,24,45,25,68,1
Q5VTU8,4,1,3,2,1,3
Q5VU43,252,7,245,115,142,110
Q5VUJ5,78,1,77,52,25,53
Q66K14,140,34,106,80,82,58
Q6AWC8,13,0,13,8,5,8
Q6AZY7,42,0,42,21,21,21
Q6P9B6,40,0,40,25,15,25
Q6P9H5,19,0,19,8,11,8
Q6PUV4,3,1,2,2,2,1
Q6RSH7,7,0,7,3,4,3
Q6UWH4,43,0,43,20,23,20
Q6ZN92,7,0,7,4,3,4
Q6ZP68,9,0,9,4,5,4
Q6ZQN7,79,8,71,55,30,49
Q6ZR03,39,0,39,20,19,20
Q6ZS17,159,20,139,67,108,51
Q6ZVH6,9,0,9,4,5,4
Q70EK8,126,3,123,68,59,67
Q7M4L6,48,0,48,16,32,16
Q7Z5R6,44,5,39,28,19,25
Q86UY5,69,19,50,33,47,22
Q86Y13,86,5,81,53,36,50
Q8IWB9,193,52,141,88,147,46
Q8N402,16,0,16,7,9,7
Q8N5A5,52,8,44,33,23,29
Q8NCH0,15,0,15,9,6,9
Q8NH16,26,0,26,23,3,23
Q8TAW3,43,0,43,30,13,30
Q8WTW4,21,0,21,15,6,15
Q92953,89,2,87,45,46,43
Q96MT1,43,0,43,34,9,34
Q96Q15,341,29,312,210,146,195
Q99603,12,0,12,8,4,8
Q99946,15,0,15,4,11,4
Q9BSV6,31,5,26,17,17,14
Q9BWV2,22,0,22,6,16,6
Q9BX66,217,52,165,99,152,65
Q9BXP5,70,23,47,28,61,9
Q9C002,3,0,3,3,0,3
Q9C0D3,51,0,51,31,20,31
Q9H2K2,76,3,73,43,36,40
Q9H7T9,38,3,35,15,24,14
Q9H974,29,2,27,19,10,19
Q9HAA7,12,0,12,7,5,7
Q9HBK9,19,2,17,14,5,14
Q9HCP6,30,0,30,24,6,24
Q9NPG2,15,0,15,5,10,5
Q9NRP4,3,0,3,0,3,0
Q9NRY5,60,8,52,38,26,34
Q9NTJ3,96,19,77,53,50,46
Q9UF47,11,0,11,6,5,6
Q9UH62,30,8,22,18,18,12
Q9ULM3,198,41,157,124,99,99
Q9Y4D7,141,1,140,100,40,101
Q9Y5B6,87,15,72,47,49,38
A0A0A6YYK6,8,0,8,4,4,4
A0A0C4DH33,9,0,9,7,2,7
A0A0J9YX35,16,0,16,12,4,12
A0A0K2S4Q6,19,0,19,14,5,14
A0A0U1RRA0,2,0,2,2,0,2
A2RUU4,8,0,8,6,2,6
A6NC42,6,0,6,4,2,4
A6NJU9,102,0,102,38,64,38
A6NMK8,68,0,68,21,47,21
A8MU93,25,4,21,7,22,3
A8MUV8,34,0,34,29,5,29
B5MD39,15,0,15,12,3,12
B7ZC32,77,0,77,44,33,44
C0HM01,2,0,2,2,0,2
O00299,15,5,10,7,9,6
O14521,11,0,11,7,4,7
O14807,8,0,8,6,2,6
O60238,46,14,32,25,35,11
O60343,197,58,139,108,117,80
O60403,24,0,24,21,3,21
O60888,16,0,16,9,7,9
O75223,19,6,13,11,10,9
O75400,137,36,101,77,90,47
O95561,17,2,15,11,8,9
O95998,15,0,15,10,5,10
P00736,40,2,38,29,11,29
P06401,120,25,95,65,76,44
P11388,148,45,103,85,86,62
P15538,30,0,30,12,18,12
P15907,37,1,36,22,16,21
P16284,81,11,70,54,24,57
P20264,36,0,36,24,12,24
P23396,17,8,9,9,10,7
P43026,28,1,27,15,14,14
P48741,22,1,21,9,12,10
P51159,19,5,14,13,11,8
P56556,4,1,3,2,1,3
P61769,15,4,11,8,11,4
P62753,14,5,9,7,10,4
P82970,11,3,8,4,10,1
Q02086,60,12,48,34,28,32
Q03395,15,0,15,9,6,9
Q13107,101,13,88,53,55,46
Q14140,39,0,39,27,12,27
Q14627,24,0,24,20,4,20
Q16655,7,2,5,4,5,2
Q17RP2,30,0,30,19,11,19
Q2VPA4,52,0,52,43,9,43
Q2VPB7,43,1,42,29,15,28
Q53FA7,15,2,13,11,6,9
